Row(SubjectArea='Health Sciences', Year=1977, Number_Papers=11711, Average_Num_Authors=3.645888480915379, SD_Num_Authors=1.5616152362408107, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.294936384595679, SD_Num_Aff=0.5942572977411184, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1980, Number_Papers=25603, Average_Num_Authors=3.2279029801195174, SD_Num_Authors=1.3961063025511036, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.235519275084951, SD_Num_Aff=0.5280884238987749, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1988, Number_Papers=9413, Average_Num_Authors=2.8571125039838523, SD_Num_Authors=1.2529106070058287, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2661213215765432, SD_Num_Aff=0.561020078442771, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1973, Number_Papers=8228, Average_Num_Authors=3.3616917841516774, SD_Num_Authors=1.4159145657194103, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2594798249878463, SD_Num_Aff=0.5592423304399834, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2004, Number_Papers=146799, Average_Num_Authors=5.121540337468239, SD_Num_Authors=2.099040083641707, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.663035851742859, SD_Num_Aff=0.8638486530108169, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2019, Number_Papers=128225, Average_Num_Authors=4.312193410021447, SD_Num_Authors=2.0273422401137275, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.7582686683564046, SD_Num_Aff=0.9100557097127704, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2020, Number_Papers=954710, Average_Num_Authors=4.797341601114475, SD_Num_Authors=1.9674604475389759, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.6537650176493384, SD_Num_Aff=0.8561951415829682, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1987, Number_Papers=28956, Average_Num_Authors=4.292478242851223, SD_Num_Authors=1.8485200786402087, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.3831330294239534, SD_Num_Aff=0.6677700520357358, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1996, Number_Papers=146820, Average_Num_Authors=3.7386323389184035, SD_Num_Authors=1.6775217096403892, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.4072674022612723, SD_Num_Aff=0.6824263355831285, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1983, Number_Papers=25976, Average_Num_Authors=3.8934785956267324, SD_Num_Authors=1.6239574907091567, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.2730982445334154, SD_Num_Aff=0.5659113631688419, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2014, Number_Papers=664942, Average_Num_Authors=4.456504477082212, SD_Num_Authors=1.872010813674055, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.5246096652038825, SD_Num_Aff=0.7752217675400309, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1987, Number_Papers=8395, Average_Num_Authors=2.8025014889815365, SD_Num_Authors=1.201348790706719, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2488385944014295, SD_Num_Aff=0.5377323542968991, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1983, Number_Papers=19926, Average_Num_Authors=4.102981029810298, SD_Num_Authors=1.771950458660248, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.336495031616983, SD_Num_Aff=0.6320904281116113, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2009, Number_Papers=218136, Average_Num_Authors=5.1349983496534275, SD_Num_Authors=2.090317012299171, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.673254300069681, SD_Num_Aff=0.862532449427915, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1970, Number_Papers=6270, Average_Num_Authors=3.1824561403508773, SD_Num_Authors=1.316500808188576, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2496012759170654, SD_Num_Aff=0.5376811076751468, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1990, Number_Papers=53647, Average_Num_Authors=4.308330381941208, SD_Num_Authors=1.8101711906977827, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.3855015191902624, SD_Num_Aff=0.6674739233469534, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1999, Number_Papers=123743, Average_Num_Authors=4.685654946138367, SD_Num_Authors=1.9792294080258195, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.5370243165269954, SD_Num_Aff=0.779603552953173, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2006, Number_Papers=403827, Average_Num_Authors=4.117342327283713, SD_Num_Authors=1.7811441054239643, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.457978292684739, SD_Num_Aff=0.7247345953922616, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2017, Number_Papers=764033, Average_Num_Authors=4.615465562351364, SD_Num_Authors=1.917279617657587, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.5807222986441687, SD_Num_Aff=0.8124107862669229, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2007, Number_Papers=64181, Average_Num_Authors=3.2720898708340473, SD_Num_Authors=1.4636527737034664, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.4506318069210513, SD_Num_Aff=0.7208425664545607, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2013, Number_Papers=108916, Average_Num_Authors=3.432709611076426, SD_Num_Authors=1.5425824034303315, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.5154706379228027, SD_Num_Aff=0.7730775631546156, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1975, Number_Papers=11901, Average_Num_Authors=3.3561045290311737, SD_Num_Authors=1.3823262881418013, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2072094781951095, SD_Num_Aff=0.4937441778634171, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1982, Number_Papers=18382, Average_Num_Authors=4.024154063758024, SD_Num_Authors=1.737574517240786, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.339027309324339, SD_Num_Aff=0.6370316773440389, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=2004, Number_Papers=39086, Average_Num_Authors=3.166581384639001, SD_Num_Authors=1.4360299897183506, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.443534769482679, SD_Num_Aff=0.7168164311659336, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2020, Number_Papers=409029, Average_Num_Authors=5.5607010749849035, SD_Num_Authors=2.1720282441374614, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.852905295223566, SD_Num_Aff=0.9627867370942896, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1986, Number_Papers=34078, Average_Num_Authors=4.050325723340571, SD_Num_Authors=1.6913137049150802, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.3057984623510768, SD_Num_Aff=0.5928300215513269, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2022, Number_Papers=444069, Average_Num_Authors=5.815503896916921, SD_Num_Authors=2.176887799159336, Min_Num_Authors=2, Med_Num_Authors=6.0, Max_Num_Authors=10, Average_Num_Aff=2.8588912984243438, SD_Num_Aff=0.9562403713674266, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1989, Number_Papers=33782, Average_Num_Authors=4.438162334971286, SD_Num_Authors=1.8984796267584096, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.3998283109348173, SD_Num_Aff=0.6864597523733869, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2002, Number_Papers=103456, Average_Num_Authors=5.066975332508506, SD_Num_Authors=2.08967424859392, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.6243233838540054, SD_Num_Aff=0.8446882056567961, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1970, Number_Papers=854, Average_Num_Authors=3.128805620608899, SD_Num_Authors=1.336576869359099, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.299765807962529, SD_Num_Aff=0.5555432616340529, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2006, Number_Papers=173941, Average_Num_Authors=5.169373523206144, SD_Num_Authors=2.1142310427999287, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.6910389154943344, SD_Num_Aff=0.8799934223336398, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2015, Number_Papers=285226, Average_Num_Authors=5.434630784009873, SD_Num_Authors=2.153269617253929, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.8099401877809176, SD_Num_Aff=0.9401343516245851, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=2014, Number_Papers=282907, Average_Num_Authors=5.359407861947566, SD_Num_Authors=2.128238983793542, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.7441562068100116, SD_Num_Aff=0.9000827999982531, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1974, Number_Papers=799, Average_Num_Authors=3.2152690863579476, SD_Num_Authors=1.4470494208904168, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.322903629536921, SD_Num_Aff=0.6158829914213804, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1988, Number_Papers=53052, Average_Num_Authors=3.5523637186156978, SD_Num_Authors=1.5963376162426024, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2811769584558546, SD_Num_Aff=0.5723828805051928, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2003, Number_Papers=3847, Average_Num_Authors=4.94515206654536, SD_Num_Authors=2.1509244759904367, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.678970626462178, SD_Num_Aff=0.8654290420676205, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2010, Number_Papers=11834, Average_Num_Authors=5.057630556025012, SD_Num_Authors=2.219865594748967, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.755957410850093, SD_Num_Aff=0.916860160135612, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1990, Number_Papers=40787, Average_Num_Authors=4.538553951013803, SD_Num_Authors=1.941389295632349, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4404589697697796, SD_Num_Aff=0.7196371105865152, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1997, Number_Papers=3083, Average_Num_Authors=4.852416477457022, SD_Num_Authors=2.1049561041203457, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.670450859552384, SD_Num_Aff=0.8652153995622082, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2002, Number_Papers=218247, Average_Num_Authors=4.065347977291784, SD_Num_Authors=1.8038028074045753, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.440083941589117, SD_Num_Aff=0.7088905801293626, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2018, Number_Papers=322004, Average_Num_Authors=5.5078477285996446, SD_Num_Authors=2.155539757262533, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.8522440715022173, SD_Num_Aff=0.9584817710854784, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1972, Number_Papers=14469, Average_Num_Authors=2.902135600248808, SD_Num_Authors=1.2492027872502462, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.2058884511714703, SD_Num_Aff=0.4969952779740088, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1979, Number_Papers=23558, Average_Num_Authors=3.194923168350454, SD_Num_Authors=1.4129059165584663, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.2386450462687835, SD_Num_Aff=0.5334797574470473, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1972, Number_Papers=7447, Average_Num_Authors=3.2352625218208675, SD_Num_Authors=1.3467871490083594, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.251376393178461, SD_Num_Aff=0.5457111110312096, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1993, Number_Papers=2429, Average_Num_Authors=4.741869081926719, SD_Num_Authors=1.9953768553946156, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.631535611362701, SD_Num_Aff=0.8321248609760272, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2003, Number_Papers=268013, Average_Num_Authors=4.0620231108192515, SD_Num_Authors=1.7912322612391884, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4389413946338423, SD_Num_Aff=0.7105022364164655, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1975, Number_Papers=2684, Average_Num_Authors=2.593517138599106, SD_Num_Authors=0.9751911800125229, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.189269746646796, SD_Num_Aff=0.464887487421445, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1974, Number_Papers=10807, Average_Num_Authors=3.2902748218747107, SD_Num_Authors=1.3450028806001815, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.191542518737855, SD_Num_Aff=0.4772743059439246, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1991, Number_Papers=71888, Average_Num_Authors=3.6339583797017583, SD_Num_Authors=1.64483915895344, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.3113036946361007, SD_Num_Aff=0.603064295416618, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=2010, Number_Papers=527050, Average_Num_Authors=4.249226828574139, SD_Num_Authors=1.8047766087883934, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4697429086424436, SD_Num_Aff=0.7364711658387872, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2004, Number_Papers=4431, Average_Num_Authors=4.881967953058, SD_Num_Authors=2.166295755454788, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.6567366283006093, SD_Num_Aff=0.8626821019061776, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=1996, Number_Papers=103006, Average_Num_Authors=4.692008232530144, SD_Num_Authors=1.9793309951986646, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.547870997805953, SD_Num_Aff=0.7941918674919545, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1988, Number_Papers=40075, Average_Num_Authors=4.1930630068621335, SD_Num_Authors=1.7688678116884593, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.3334497816593887, SD_Num_Aff=0.6249841155377404, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1971, Number_Papers=8249, Average_Num_Authors=3.0682506970541885, SD_Num_Authors=1.2278382101938505, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.182446357134198, SD_Num_Aff=0.4569776719826875, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Life Sciences', Year=1995, Number_Papers=75513, Average_Num_Authors=4.616516361421212, SD_Num_Authors=1.91301282914252, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.4586097758001935, SD_Num_Aff=0.7292789025042292, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1981, Number_Papers=28703, Average_Num_Authors=3.2909103578023204, SD_Num_Authors=1.4567953709604304, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.246629272201512, SD_Num_Aff=0.5353867371661429, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1998, Number_Papers=3209, Average_Num_Authors=4.767840448737925, SD_Num_Authors=2.129829200526011, Min_Num_Authors=2, Med_Num_Authors=4.0, Max_Num_Authors=10, Average_Num_Aff=2.6609535680897474, SD_Num_Aff=0.8458342769658183, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=1978, Number_Papers=739, Average_Num_Authors=3.5534506089309876, SD_Num_Authors=1.5428121215740807, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.3897158322056833, SD_Num_Aff=0.6664245905257419, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Multidisciplinary', Year=2013, Number_Papers=29273, Average_Num_Authors=5.531377036859905, SD_Num_Authors=2.2458201905969446, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.852560379872237, SD_Num_Aff=0.9583362651423186, Min_Num_Aff=2, Med_Num_Aff=3.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1970, Number_Papers=1510, Average_Num_Authors=2.5397350993377485, SD_Num_Authors=0.9069044831607284, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.1973509933774835, SD_Num_Aff=0.4865244424661226, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Social Sciences', Year=1979, Number_Papers=4058, Average_Num_Authors=2.5850172498767865, SD_Num_Authors=0.9856211809550259, Min_Num_Authors=2, Med_Num_Authors=2.0, Max_Num_Authors=10, Average_Num_Aff=2.1981271562345985, SD_Num_Aff=0.48965279897227276, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2001, Number_Papers=99210, Average_Num_Authors=4.995816953936095, SD_Num_Authors=2.076725014010965, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.606188892248765, SD_Num_Aff=0.8297371562439801, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Physical Sciences', Year=1997, Number_Papers=158090, Average_Num_Authors=3.7986083876273007, SD_Num_Authors=1.7016231871667349, Min_Num_Authors=2, Med_Num_Authors=3.0, Max_Num_Authors=10, Average_Num_Aff=2.4225883990132204, SD_Num_Aff=0.6958559143185972, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
Row(SubjectArea='Health Sciences', Year=2010, Number_Papers=216315, Average_Num_Authors=5.312234472875205, SD_Num_Authors=2.1387994102259933, Min_Num_Authors=2, Med_Num_Authors=5.0, Max_Num_Authors=10, Average_Num_Aff=2.725696322492661, SD_Num_Aff=0.9017949217933195, Min_Num_Aff=2, Med_Num_Aff=2.0, Max_Num_Aff=5)
